,id,fecha,hora,cliente,P1,P2,PR,calidad,NI,source
22763,0,2018-03-25,0 days 15:30:52.000000000,158,0.0,0.0,226.0,1,-495.0,R
22764,0,2018-03-25,0 days 15:31:52.000000000,158,0.0,0.0,227.0,1,-495.0,R
22765,111,2018-03-25,0 days 15:32:52.000000000,158,0.0,0.0,226.0,1,-495.0,E
22766,111,2018-03-25,0 days 15:33:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22767,0,2018-03-25,0 days 15:34:52.000000000,158,0.0,0.0,227.0,1,-495.0,R
22768,0,2018-03-25,0 days 15:35:52.000000000,158,0.0,0.0,226.0,1,-495.0,R
22769,111,2018-03-25,0 days 15:36:52.000000000,158,0.0,0.0,226.0,1,-495.0,E
22770,111,2018-03-25,0 days 15:37:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22771,111,2018-03-25,0 days 15:38:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22772,111,2018-03-25,0 days 15:39:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22773,111,2018-03-25,0 days 15:40:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22774,111,2018-03-25,0 days 15:41:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22775,0,2018-03-25,0 days 15:42:52.000000000,158,0.0,0.0,227.0,1,-495.0,R
22776,111,2018-03-25,0 days 15:43:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22777,111,2018-03-25,0 days 15:44:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22778,111,2018-03-25,0 days 15:45:52.000000000,158,0.0,0.0,228.0,1,-495.0,E
22779,0,2018-03-25,0 days 15:46:52.000000000,158,0.0,0.0,227.0,1,-495.0,R
22780,111,2018-03-25,0 days 15:47:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22781,111,2018-03-25,0 days 15:48:52.000000000,158,0.0,0.0,223.0,1,-495.0,E
22782,111,2018-03-25,0 days 15:49:52.000000000,158,0.0,0.0,233.0,1502,-495.0,E
22783,0,2018-03-25,0 days 15:50:52.000000000,158,0.0,0.0,236.0,1502,-495.0,R
